"contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","celltype","region","weight","p_adj"
"Disease_effect",-0.132460883362073,0.274560724615978,Inf,-0.670590015178609,0.405668248454463,-0.482446582800009,0.62948873633335,"ExNeuron11","Capillaries",0.433333333333333,0.706255655398393
"Amyloid_effect",0.230905205031829,0.286024056091572,Inf,-0.329691643619716,0.791502053683374,0.807292953561584,0.419497722738701,"ExNeuron11","Capillaries",0.433333333333333,0.470655981609274
"AD_overall_vs_Control",-0.0324019611816136,0.238102763414888,Inf,-0.499074802094255,0.434270879731028,-0.136083935847288,0.891754926720661,"ExNeuron11","Capillaries",0.433333333333333,0.932289241571601
"Disease_effect",-0.520415207198266,0.370653182024458,Inf,-1.24688209472137,0.20605168032484,-1.40404893964711,0.160304276805083,"ExNeuron12","Capillaries",0.433333333333333,0.230437397907306
"Amyloid_effect",0.804141804284429,0.361153788622512,Inf,0.0962933857041137,1.51199022286474,2.22659108008123,0.0259746156499044,"ExNeuron12","Capillaries",0.433333333333333,0.0442530488850224
"AD_overall_vs_Control",-0.171953758675013,0.331971497498599,Inf,-0.822605937666095,0.478698420316068,-0.517977476893899,0.604473983993321,"ExNeuron12","Capillaries",0.433333333333333,0.774931915835608
"Disease_effect",-0.49422270771411,0.405040744216655,Inf,-1.28808797865005,0.299642563221833,-1.22018022821366,0.22239656035717,"ExNeuron13","Capillaries",0.433333333333333,0.300889464012642
"Amyloid_effect",0.774028628012746,0.294748068621327,Inf,0.196333029002206,1.35172422702329,2.6260685324699,0.0086377424291335,"ExNeuron13","Capillaries",0.433333333333333,0.0212056052996096
"AD_overall_vs_Control",-0.15881030224192,0.374179545356857,Inf,-0.892188734892931,0.574568130409091,-0.424422724899252,0.671257550505662,"ExNeuron13","Capillaries",0.433333333333333,0.795900228668911
"Disease_effect",-0.612752758697509,0.428404820089532,Inf,-1.45241077687635,0.226905259481335,-1.43031247540457,0.152627355824009,"ExNeuron14","Capillaries",0.433333333333333,0.226479302190465
"Amyloid_effect",1.11599502844232,0.36766852838292,Inf,0.395377954562953,1.83661210232168,3.03532922263075,0.00240273252563896,"ExNeuron14","Capillaries",0.433333333333333,0.00760858431679562
"AD_overall_vs_Control",-0.129154913039171,0.388587033694762,Inf,-0.890771503940158,0.632461677861816,-0.332370619295092,0.739609421114488,"ExNeuron14","Capillaries",0.433333333333333,0.836632377481653
"Disease_effect",0.358429804286199,0.189849723471169,Inf,-0.013668816192181,0.73052842476458,1.88796590130736,0.0590305282903737,"ExNeuron2","Capillaries",0.433333333333333,0.141143541319095
"Amyloid_effect",-0.474707171941301,0.19724054431028,Inf,-0.861291535080526,-0.0881228088020759,-2.40674235412034,0.016095520573964,"ExNeuron2","Capillaries",0.433333333333333,0.0308497477667643
"AD_overall_vs_Control",0.152723363111636,0.179112069761454,Inf,-0.198329842817239,0.50377656904051,0.852669299813446,0.393842720306906,"ExNeuron2","Capillaries",0.433333333333333,0.68493607227796
"Disease_effect",0.305865438843763,0.165823323106939,Inf,-0.0191423022425855,0.630873179930111,1.84452604804278,0.0651065132811035,"ExNeuron3","Capillaries",0.433333333333333,0.142225618460988
"Amyloid_effect",-0.449578698184359,0.171508098265375,Inf,-0.785728393841452,-0.113429002527267,-2.62132635561455,0.00875883697157788,"ExNeuron3","Capillaries",0.433333333333333,0.0212056052996096
"AD_overall_vs_Control",0.111048002963874,0.156937206927962,Inf,-0.196543270449242,0.418639276376989,0.707595127615897,0.479196719474747,"ExNeuron3","Capillaries",0.433333333333333,0.702643520295721
"Disease_effect",-0.350144846417315,0.235467605990697,Inf,-0.811652873684949,0.111363180850319,-1.48701918017185,0.137009745274368,"ExNeuron4","Capillaries",0.433333333333333,0.216669313917206
"Amyloid_effect",0.435712236991142,0.221737020150699,Inf,0.00111566345653941,0.870308810525744,1.96499545585585,0.0494147634892975,"ExNeuron4","Capillaries",0.433333333333333,0.0757693040169229
"AD_overall_vs_Control",-0.16133621038782,0.21396411304907,Inf,-0.580698165948054,0.258025745172413,-0.7540339736824,0.450828821966586,"ExNeuron4","Capillaries",0.433333333333333,0.691270860348766
"Disease_effect",0.204331692914103,0.156965766697921,Inf,-0.103315556619539,0.511978942447745,1.3017595951819,0.192998580021802,"ExNeuron5","Capillaries",0.433333333333333,0.269028323666755
"Amyloid_effect",-0.29804927113485,0.16107230384694,Inf,-0.613745185581746,0.0176466433120451,-1.85040670566228,0.0642549532548219,"ExNeuron5","Capillaries",0.433333333333333,0.0923664953038064
"AD_overall_vs_Control",0.0751770087556679,0.14594048005004,Inf,-0.210861076028897,0.361215093540232,0.515121018718667,0.606468455871346,"ExNeuron5","Capillaries",0.433333333333333,0.774931915835608
"Disease_effect",-0.658148385241631,0.447432447909934,Inf,-1.53509986865969,0.218803098176433,-1.47094469414546,0.14130607429383,"ExNeuron6","Capillaries",0.433333333333333,0.216669313917206
"Amyloid_effect",0.789858168529611,0.317787501177933,Inf,0.167006111483883,1.41271022557534,2.48549161185342,0.0129372636056823,"ExNeuron6","Capillaries",0.433333333333333,0.0270506420846084
"AD_overall_vs_Control",-0.315876512212133,0.386909040257178,Inf,-1.07420429640916,0.442451271984894,-0.816410265322748,0.414265527412934,"ExNeuron6","Capillaries",0.433333333333333,0.68493607227796
"Disease_effect",-1.14738877389807,0.364549913672037,Inf,-1.86189347526245,-0.432884072533689,-3.14741200276432,0.00164722678888621,"ExNeuron7","Capillaries",0.433333333333333,0.00566830803202568
"Amyloid_effect",0.906520473519392,0.358416558758202,Inf,0.204036926890532,1.60900402014825,2.52923714423294,0.0114310762133726,"ExNeuron7","Capillaries",0.433333333333333,0.0250395002769114
