"contrast","estimate","SE","df","asymp.LCL","asymp.UCL","z.ratio","p.value","celltype","region","p_adj"
"AD_Amyloid_vs_Control",-0.539737439995279,0.329080501133743,Inf,-1.18472337023181,0.10524849024125,-1.64013801527524,0.10097647375733,"Fibroblast","Parenchyma",0.211132626947144
"AD_Amyloid_vs_Control",-1.61335001968128,0.289805637403367,Inf,-2.18135863150855,-1.04534140785401,-5.56700702628409,2.5915194942662e-08,"InhNeuron1","Parenchyma",1.19209896736245e-06
"AD_Amyloid_vs_Control",-0.61604933744836,0.261806058110096,Inf,-1.12917978227855,-0.10291889261817,-2.35307518051891,0.0186188692407854,"InhNeuron2","Parenchyma",0.0778607259160118
"AD_Amyloid_vs_Control",-0.455908410876807,0.244266678984992,Inf,-0.934662304310598,0.0228454825569844,-1.86643717747855,0.0619802257598382,"InhNeuron3","Parenchyma",0.142554519247628
"AD_Amyloid_vs_Control",-1.11212798051906,0.307657280012855,Inf,-1.71512516892581,-0.509130792112312,-3.61482744849267,0.000300547730055332,"InhNeuron4","Parenchyma",0.00276503911650906
"AD_Amyloid_vs_Control",-0.105832607637277,0.189504117571275,Inf,-0.47725385299902,0.265588637724466,-0.558471282807203,0.576522608869178,"InhNeuron5","Parenchyma",0.716757838053573
"AD_Amyloid_vs_Control",-1.07050884007843,0.290003844774777,Inf,-1.63890593121513,-0.50211174894172,-3.69136085388732,0.000223057413609985,"Microglia1","Parenchyma",0.00256516025651483
"AD_Amyloid_vs_Control",0.0642009687969966,0.341182318332181,Inf,-0.604504087295959,0.732906024889952,0.188172028113395,0.850741799112253,"Microglia2","Parenchyma",0.923618972656399
"AD_Amyloid_vs_Control",-0.650001467741362,0.273670730082835,Inf,-1.1863862423265,-0.113616693156224,-2.37512235066066,0.0175431340210283,"Microglia3","Parenchyma",0.0778607259160118
"AD_Amyloid_vs_Control",-0.15684293363371,0.189556655392084,Inf,-0.528367151232065,0.214681283964645,-0.827419819733008,0.407999150651077,"Microglia4","Parenchyma",0.558443589905258
"AD_Amyloid_vs_Control",0.0121048031906156,0.262752404527968,Inf,-0.5028804465355,0.527090052916731,0.0460692384998788,0.963255064086458,"Microglia5","Parenchyma",0.984660732177268
"AD_Amyloid_vs_Control",-1.05452682788455,0.299323038779636,Inf,-1.64118920363572,-0.467864452133372,-3.52303929621968,0.000426628100003786,"Oligodendrocytes1","Parenchyma",0.00327081543336236
"AD_Amyloid_vs_Control",-0.100579121796237,0.192450343217601,Inf,-0.477774863315108,0.276616619722633,-0.522623759015664,0.60123610339019,"Oligodendrocytes2","Parenchyma",0.727812125156545
"AD_Amyloid_vs_Control",-0.549837170233856,0.292384724621822,Inf,-1.12290070012229,0.0232263596545752,-1.88052632005667,0.0600363827509465,"Oligodendrocytes3","Parenchyma",0.142554519247628
"AD_Amyloid_vs_Control",-0.610480334308122,0.321974412750061,Inf,-1.24153858724167,0.0205779186254308,-1.89605232631333,0.0579531256702721,"Oligodendrocytes4","Parenchyma",0.142554519247628
"AD_Amyloid_vs_Control",0.0478205319617045,0.293585816875577,Inf,-0.527597095486198,0.623238159409607,0.162884339817993,0.870609501169956,"Oligodendrocytes5","Parenchyma",0.923618972656399
"AD_Amyloid_vs_Control",0.034492490879099,0.21753131300757,Inf,-0.391861048125447,0.460846029883645,0.158563336938525,0.874012916161159,"Oligodendrocytes6","Parenchyma",0.923618972656399
"AD_Amyloid_vs_Control",0.22344735994742,0.157802638698413,Inf,-0.0858401285668571,0.532734848461696,1.41599254480443,0.1567776872376,"Oligodendrocytes7","Parenchyma",0.277375908189601
"AD_Amyloid_vs_Control",0.418702998228915,0.386716486478301,Inf,-0.339247387496426,1.17665338395426,1.08271308017381,0.278935796364204,"Oligodendrocytes8","Parenchyma",0.475223949361236
"AD_Amyloid_vs_Control",-0.148997415530511,0.198232834868552,Inf,-0.537526632426149,0.239531801365127,-0.751628334575907,0.452274598800704,"OPC1","Parenchyma",0.577906431800899
"AD_Amyloid_vs_Control",-0.177403444755429,0.197938504484519,Inf,-0.565355784698806,0.210548895187947,-0.896255355760277,0.370116397025621,"OPC2","Parenchyma",0.549110795758697
"AD_Amyloid_vs_Control",-1.04454705065208,0.280880352018439,Inf,-1.59506242457315,-0.494031676731005,-3.71883274549409,0.000200145515891764,"OPC3","Parenchyma",0.00256516025651483
"AD_Amyloid_vs_Control",-0.272596359169276,0.291387758473053,Inf,-0.843705871312316,0.298513152973764,-0.935510676899232,0.349525183565511,"Pericytes","Parenchyma",0.53593861480045
"AD_Amyloid_vs_Control",-1.52009704431703,0.282236600292234,Inf,-2.07327061600883,-0.966923472625224,-5.38589624004502,7.20845408579693e-08,"SMC","Parenchyma",1.6579444397333e-06
"AD_Amyloid_vs_Control",-0.558674934442665,0.20728615779973,Inf,-0.964948338223823,-0.152401530661508,-2.6951868874063,0.00703491612508036,"VLMC1","Parenchyma",0.0462294488219567
"AD_Amyloid_vs_Control",-0.531451477159147,0.290116067359966,Inf,-1.10006852052108,0.0371655662027828,-1.83185813179985,0.0669725597242029,"VLMC2","Parenchyma",0.146701797491111
