"contrast","odds.ratio","SE","df","asymp.LCL","asymp.UCL","null","z.ratio","p.value","celltype","region","p_adj"
"Amyloid_effect",1.26681600572652,0.215751142526697,Inf,0.907288910890188,1.76881120567243,1,1.38868527869706,0.164928472627317,"InhNeuron2","Arteries",0.252890324695219
"Amyloid_effect",1.31334419923047,0.167955563399419,Inf,1.02217109742345,1.68746014243618,1,2.13143900223653,0.0330529926185656,"InhNeuron3","Arteries",0.101362510696935
"Amyloid_effect",1.26889460982185,0.165012226252649,Inf,0.983403693077531,1.63726610157037,1,1.83127247323001,0.0670598841248132,"InhNeuron4","Arteries",0.137386122677599
"Amyloid_effect",1.56194207986358,0.188937158792594,Inf,1.2322563231554,1.97983407754111,1,3.686499729488,0.000227359683483458,"InhNeuron5","Arteries",0.0104585454402391
"Amyloid_effect",1.004826381964,0.154933609154597,Inf,0.742753567679296,1.35936884294685,1,0.0312263444924456,0.975089030288724,"Microglia1","Arteries",0.975089030288724
"Amyloid_effect",0.895036484694065,0.122706785389982,Inf,0.684137806738744,1.17094874898418,1,-0.808849391530632,0.41860178202896,"Microglia2","Arteries",0.534880054814782
"Amyloid_effect",1.33606018594558,0.20175283360321,Inf,0.993778632668368,1.79623183854934,1,1.91863576540727,0.0550304459654937,"Microglia3","Arteries",0.126570025720636
"Amyloid_effect",0.547248898219781,0.110900036869292,Inf,0.367865304574998,0.814106013473494,1,-2.9748398563356,0.00293141538351891,"Microglia4","Arteries",0.0337112769104674
"Amyloid_effect",0.980226290373667,0.143654097472919,Inf,0.735497295795846,1.30638628562195,1,-0.136278106200215,0.891601431122185,"Microglia5","Arteries",0.911414796258234
"Amyloid_effect",0.478759215927152,0.114505963856257,Inf,0.299594115441661,0.765069722738979,1,-3.07960977661538,0.00207271969293036,"Oligodendrocytes1","Arteries",0.0317817019582656
"Amyloid_effect",0.546633850340704,0.127683963575594,Inf,0.345836599264,0.86401661066012,1,-2.5857105313606,0.00971785050710145,"Oligodendrocytes2","Arteries",0.0558776404158333
"Amyloid_effect",0.818425935501638,0.121447173582875,Inf,0.611883298907651,1.09468752145632,1,-1.35029859558785,0.176920222670367,"Oligodendrocytes3","Arteries",0.262526782026997
"Amyloid_effect",0.819329545154443,0.143738449618258,Inf,0.580936584097863,1.15554936965358,1,-1.13586099247087,0.256014745818232,"Oligodendrocytes4","Arteries",0.368021197113709
"Amyloid_effect",0.870825226727142,0.171636707105012,Inf,0.591782415345237,1.28144492948811,1,-0.701757248839676,0.482830563960944,"Oligodendrocytes5","Arteries",0.555255148555086
"Amyloid_effect",0.608570032496319,0.136247933937712,Inf,0.392411546603537,0.943798641141291,1,-2.2183251519168,0.0265326704290048,"Oligodendrocytes6","Arteries",0.0938848338257094
"Amyloid_effect",0.503002999096004,0.123397656525727,Inf,0.310994125856359,0.813558829778138,1,-2.80105085678812,0.00509364910276226,"Oligodendrocytes7","Arteries",0.039051309787844
"Amyloid_effect",0.785170770687755,0.118796082277049,Inf,0.583683756255893,1.05621088908996,1,-1.59850999601639,0.109929522571618,"Oligodendrocytes8","Arteries",0.174370966837739
"Amyloid_effect",0.675704957716037,0.0986216142332236,Inf,0.507599425075992,0.899483268354133,1,-2.68577534172542,0.00723617254921072,"OPC1","Arteries",0.0475519910376704
"Amyloid_effect",0.688420809134182,0.0896392076918462,Inf,0.533358373748232,0.888564300806636,1,-2.86733170399463,0.00413948900893932,"OPC2","Arteries",0.0380832988822417
"Amyloid_effect",0.760226661244618,0.103994818123782,Inf,0.581438005164654,0.993991743459346,1,-2.00401823523054,0.0450681070877037,"OPC3","Arteries",0.126055201035304
