ROI_ID,Scan Name,Segment (Name/ Label),Segment Tags,Custom Segment Name,LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0,GeoMx_ROI_ID,Scan_ID,disease_status,pathology,region,Astrocytes1,Astrocytes2,Astrocytes3,Astrocytes4,Astrocytes5,Endothelial,ExNeuron1,ExNeuron10,ExNeuron11,ExNeuron12,ExNeuron13,ExNeuron14,ExNeuron2,ExNeuron3,ExNeuron4,ExNeuron5,ExNeuron6,ExNeuron7,ExNeuron8,ExNeuron9,Fibroblast,InhNeuron1,InhNeuron2,InhNeuron3,InhNeuron4,InhNeuron5,Microglia1,Microglia2,Microglia3,Microglia4,Microglia5,OPC1,OPC2,OPC3,Oligodendrocytes1,Oligodendrocytes2,Oligodendrocytes3,Oligodendrocytes4,Oligodendrocytes5,Oligodendrocytes6,Oligodendrocytes7,Oligodendrocytes8,Pericytes,SMC,VLMC1,VLMC2
2497_D_005,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_D 005,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,0.0032869352,0.0033045998,0.0027837106,0.003348467,0.0032958684,0.0038747063,0.0030323332,0.0037897832,0.004350366,0.0036934037,0.0039344113,0.0033107568,0.0036526595,0.0031799711,0.003181418,0.0040762625,0.0033922028,0.0034570287,0.003432674,0.0033106515,0.8171924,0.0036183107,0.0034853811,0.0031733154,0.003576354,0.0036119588,0.004683587,0.003982023,0.004385374,0.0028069722,0.02329965,0.0028876443,0.0025302018,0.0031832883,0.0020328513,0.0026736436,0.0034441168,0.0029829892,0.0053515597,0.0022421733,0.0021824134,0.006447075,0.004609685,0.0058560856,0.0063717244,0.0037009225
2497_E_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.0023881705,0.0023414092,0.002077094,0.0026564316,0.002479049,0.003560032,0.002649939,0.0034266424,0.003783924,0.0034067032,0.003496958,0.0028000132,0.003325989,0.0029643693,0.0029280984,0.003399168,0.0029124299,0.0029642151,0.002934979,0.002811728,0.8343516,0.0040948316,0.0029682575,0.003916436,0.0032932302,0.0035757043,0.0053735957,0.0061986474,0.004513028,0.0025181025,0.021251922,0.0027572783,0.0024328125,0.0030471087,0.0018625316,0.0021943962,0.003592627,0.0023660208,0.0045847027,0.0021347476,0.0019273082,0.0047055157,0.004068267,0.004790605,0.004729609,0.0034435575
2497_E_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E 002,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.0025349427,0.0022085991,0.0020880776,0.0026154704,0.0025137505,0.003813965,0.0025399083,0.00306738,0.003687019,0.0032100377,0.0030060725,0.0027589242,0.0032941755,0.0025646428,0.0026881336,0.0031883416,0.002759246,0.0028998523,0.0025851051,0.003263817,0.84328604,0.003164692,0.0026619288,0.002567784,0.002608923,0.0031873363,0.003946787,0.003254837,0.0038137315,0.0025432769,0.021857983,0.002324494,0.0022768101,0.0026685342,0.0019139438,0.0027242815,0.003572851,0.0025187419,0.004978941,0.0024170969,0.0020732437,0.0041759927,0.003757432,0.0044476753,0.00681789,0.0031513202
2497_E_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E 003,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.0024971024,0.002417635,0.0020807013,0.002912873,0.0025560702,0.0032025413,0.0029804897,0.0033396038,0.0040877587,0.003340433,0.0031775644,0.0030199275,0.003612452,0.0032159067,0.0031687634,0.0038425126,0.0034675011,0.0031345177,0.0034610862,0.0032229337,0.83522815,0.003364484,0.0029974247,0.0030346569,0.0031930667,0.0028198708,0.004237721,0.0039508287,0.0042788764,0.002178201,0.023258736,0.00283917,0.0022970976,0.002994409,0.0017292592,0.0022617737,0.0032394868,0.0026020366,0.004303756,0.0020221968,0.0018197888,0.004973961,0.004346006,0.0053552217,0.0045559555,0.0033793598
2497_E_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_E 004,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,0.0026427945,0.0024217854,0.0021879573,0.0027429338,0.0027867372,0.0025177307,0.0022223142,0.002234543,0.0032694826,0.0023193916,0.0023841963,0.002449301,0.002588837,0.0022534486,0.0022232009,0.002816819,0.0026012934,0.0022014948,0.0022099141,0.0023739513,0.86712533,0.0025357923,0.0023029584,0.0022157417,0.0024513907,0.002429288,0.0032466173,0.0031096847,0.003324486,0.002093447,0.015205507,0.0023409973,0.0020676472,0.002801467,0.0016679481,0.0022132893,0.0034215352,0.0019578491,0.004689627,0.0020124945,0.0018523489,0.0043770783,0.0035947978,0.0045006936,0.003922737,0.0030910266
2497_F_001,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.0021258658,0.001718327,0.0018710028,0.0021843812,0.0019160844,0.0037100022,0.0020585859,0.0024024725,0.0032487612,0.0022189394,0.0024208971,0.0022934172,0.0027740952,0.0021274453,0.0020533102,0.0031076458,0.0026275823,0.0020413923,0.002290263,0.0019770744,0.86531764,0.0023399934,0.0024485793,0.0024248147,0.0023681284,0.002482204,0.0044480357,0.0051366608,0.0034394092,0.0022236716,0.013753711,0.0031292317,0.0025005196,0.003584172,0.0015471926,0.0020709315,0.0026827492,0.0021817794,0.004928437,0.0019560533,0.0017575853,0.004343356,0.0036220117,0.004536366,0.0047684927,0.002840682
2497_F_002,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F 002,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.005717595,0.0053747124,0.005577376,0.0063128634,0.005961507,0.007906123,0.0051465747,0.005786903,0.0073633846,0.0059731193,0.0061427634,0.0062261517,0.0060574175,0.005686774,0.0057519316,0.0058613457,0.0057288413,0.0054384302,0.005423022,0.0059634848,0.66219914,0.006265848,0.0058235363,0.0058985963,0.0061290353,0.006030698,0.013215956,0.009931071,0.0098329885,0.0062014647,0.033517815,0.006602082,0.0054843593,0.006759798,0.0042220512,0.0052299313,0.0077550565,0.0060345037,0.011377566,0.0049713007,0.004789674,0.011941267,0.008552174,0.01170083,0.01207414,0.008058791
2497_F_003,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F 003,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.0051227044,0.0051796925,0.005211675,0.0060449764,0.005692001,0.008116806,0.0055241967,0.006258143,0.007820775,0.006331855,0.0064500035,0.0065304674,0.0064780694,0.006156255,0.006112566,0.0064145518,0.0063214186,0.006076807,0.0060595097,0.0065899286,0.6634105,0.0058345944,0.0062378994,0.0060213604,0.006234116,0.006229324,0.008346805,0.007552375,0.00793434,0.005880377,0.04210655,0.0055484413,0.005336172,0.005650522,0.004379988,0.0054029305,0.007425477,0.00541298,0.01003919,0.005270095,0.0049503604,0.012497594,0.009253535,0.0105805,0.010330949,0.0076406016
2497_F_004,BRC 2845 BRC 2497,Full ROI,,,HW0110125,2497_F 004,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,0.0034450325,0.0036465249,0.003444947,0.004241746,0.0036254977,0.005275927,0.003706427,0.0039422074,0.0053051994,0.0041362955,0.004260535,0.0046130596,0.004091004,0.0041483403,0.0041884542,0.0041208277,0.004313467,0.004032193,0.003770997,0.003827296,0.77410346,0.003953344,0.00422723,0.0038852897,0.004027901,0.0047080643,0.006574124,0.0061518517,0.0064906194,0.0038434071,0.022941995,0.0036314642,0.0035588455,0.004271219,0.002737318,0.0033995516,0.005599709,0.0038802095,0.008277252,0.003691318,0.0029963364,0.007543904,0.00613981,0.007946922,0.008263296,0.005019559
2052_D_001,BRC 2495 BRC 2052,Full ROI,,,HW0110125,2052_D,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,0.00093216746,0.008940875,0.0016711643,0.0014446178,0.0029607962,0.01799816,0.001412309,0.00093001744,0.0016853078,0.0017459078,0.0014772777,0.0015501047,0.00078701833,0.0015965246,0.0016819785,0.0011821217,0.0014290101,0.0008273755,0.0007358426,0.00085276813,0.53298247,0.00094107655,0.001180373,0.0008085663,0.0009801635,0.0008981413,0.0035006336,0.0042528007,0.0019539115,0.0027976523,0.0036003005,0.0008791393,0.001382436,0.0008803116,0.0034556435,0.31549478,0.0017573716,0.0013916977,0.0018230819,0.0040234113,0.0049232035,0.007528375,0.031932805,0.0023454279,0.0034035305,0.013041415
