Scan Name,ROI,Segment (Name/ Label),Segment Tags,Custom Segment Name,LOT_Human_NGS_Whole_Transcriptome_Atlas_RNA_1_0,ROI_ID,Scan_ID,disease_status,pathology,region,AnnData_ROI,celltype,rel_abundance
BRC 2534 BRC 2732,41,Full ROI,,,HW0110125,2732_D 005,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,41,Fibroblast,0.022837307
BRC 2534 BRC 2732,42,Full ROI,,,HW0110125,2732_D 006,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,42,Fibroblast,0.027319195
BRC 2534 BRC 2732,43,Full ROI,,,HW0110125,2732_D 007,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,43,Fibroblast,0.022832405
BRC 2534 BRC 2732,44,Full ROI,,,HW0110125,2732_E,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,44,Fibroblast,0.0192699
BRC 2534 BRC 2732,45,Full ROI,,,HW0110125,2732_E 002,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,45,Fibroblast,0.021188747
BRC 2534 BRC 2732,46,Full ROI,,,HW0110125,2732_E 003,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,46,Fibroblast,0.016748901
BRC 2534 BRC 2732,47,Full ROI,,,HW0110125,2732_E 004,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,47,Fibroblast,0.021097017
BRC 2534 BRC 2732,48,Full ROI,,,HW0110125,2732_F,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,48,Fibroblast,0.009559012
BRC 2534 BRC 2732,49,Full ROI,,,HW0110125,2732_F 002,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,49,Fibroblast,0.023061862
BRC 2534 BRC 2732,50,Full ROI,,,HW0110125,2732_F 003,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,50,Fibroblast,0.009221351
BRC 2534 BRC 2732,51,Full ROI,,,HW0110125,2732_F 004,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,51,Fibroblast,0.016426884
BRC 2534 BRC 2732,52,Full ROI,,,HW0110125,2732_F 005,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,52,Fibroblast,0.0143613275
BRC 2534 BRC 2732,53,Full ROI,,,HW0110125,2732_F 006,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,53,Fibroblast,0.01859242
BRC 2845 BRC 2497,54,Full ROI,,,HW0110125,2497_D,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,54,Fibroblast,0.020786475
BRC 2845 BRC 2497,55,Full ROI,,,HW0110125,2497_D 002,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,55,Fibroblast,0.021647235
BRC 2845 BRC 2497,56,Full ROI,,,HW0110125,2497_D 003,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,56,Fibroblast,0.020138802
BRC 2845 BRC 2497,57,Full ROI,,,HW0110125,2497_D 004,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,57,Fibroblast,0.021910695
BRC 2845 BRC 2497,58,Full ROI,,,HW0110125,2497_D 005,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,58,Fibroblast,0.02111179
BRC 2845 BRC 2497,59,Full ROI,,,HW0110125,2497_E,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,59,Fibroblast,0.021157665
BRC 2845 BRC 2497,60,Full ROI,,,HW0110125,2497_E 002,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,60,Fibroblast,0.020743284
BRC 2845 BRC 2497,61,Full ROI,,,HW0110125,2497_E 003,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,61,Fibroblast,0.02057785
BRC 2845 BRC 2497,62,Full ROI,,,HW0110125,2497_E 004,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,62,Fibroblast,0.018139577
BRC 2845 BRC 2497,63,Full ROI,,,HW0110125,2497_F,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,63,Fibroblast,0.020764222
BRC 2845 BRC 2497,64,Full ROI,,,HW0110125,2497_F 002,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,64,Fibroblast,0.02011516
BRC 2845 BRC 2497,65,Full ROI,,,HW0110125,2497_F 003,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,65,Fibroblast,0.020397935
BRC 2845 BRC 2497,66,Full ROI,,,HW0110125,2497_F 004,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,66,Fibroblast,0.01934647
BRC 2495 BRC 2052,168,Full ROI,,,HW0110125,2052_D,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,168,Fibroblast,0.016690549
BRC 2495 BRC 2052,169,Full ROI,,,HW0110125,2052_D 002,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,169,Fibroblast,0.02015944
BRC 2495 BRC 2052,170,Full ROI,,,HW0110125,2052_D 003,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,170,Fibroblast,0.021814225
BRC 2495 BRC 2052,171,Full ROI,,,HW0110125,2052_D 004,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,171,Fibroblast,0.014560844
BRC 2495 BRC 2052,172,Full ROI,,,HW0110125,2052_D 005,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,172,Fibroblast,0.020293571
BRC 2495 BRC 2052,173,Full ROI,,,HW0110125,2052_D 006,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,173,Fibroblast,0.019954145
BRC 2495 BRC 2052,174,Full ROI,,,HW0110125,2052_E,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,174,Fibroblast,0.021315472
BRC 2495 BRC 2052,175,Full ROI,,,HW0110125,2052_E 002,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,175,Fibroblast,0.022841873
BRC 2495 BRC 2052,176,Full ROI,,,HW0110125,2052_E 003,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,176,Fibroblast,0.02237959
BRC 2495 BRC 2052,177,Full ROI,,,HW0110125,2052_E 004,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,177,Fibroblast,0.023914475
BRC 2495 BRC 2052,178,Full ROI,,,HW0110125,2052_F,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,178,Fibroblast,0.019751918
BRC 2495 BRC 2052,179,Full ROI,,,HW0110125,2052_F 002,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,179,Fibroblast,0.017901529
BRC 2495 BRC 2052,180,Full ROI,,,HW0110125,2052_F 003,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,180,Fibroblast,0.019112943
BRC 2495 BRC 2052,181,Full ROI,,,HW0110125,2052_F 004,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,181,Fibroblast,0.015160426
BRC 2495 BRC 2052,182,Full ROI,,,HW0110125,2052_F 005,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,182,Fibroblast,0.021305956
BRC 2495 BRC 2052,183,Full ROI,,,HW0110125,2052_F 006,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,183,Fibroblast,0.020493943
BRC 2534 BRC 2732,38,Full ROI,,,HW0110125,2732_D,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,38,Oligodendrocytes8,0.031864222
BRC 2534 BRC 2732,39,Full ROI,,,HW0110125,2732_D 002,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,39,Oligodendrocytes8,-0.0026076527
BRC 2534 BRC 2732,40,Full ROI,,,HW0110125,2732_D 003,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,40,Oligodendrocytes8,0.015734404
BRC 2534 BRC 2732,41,Full ROI,,,HW0110125,2732_D 005,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,41,Oligodendrocytes8,0.030512275
BRC 2534 BRC 2732,42,Full ROI,,,HW0110125,2732_D 006,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,42,Oligodendrocytes8,0.036673583
BRC 2534 BRC 2732,43,Full ROI,,,HW0110125,2732_D 007,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,43,Oligodendrocytes8,0.03655728
BRC 2534 BRC 2732,44,Full ROI,,,HW0110125,2732_E,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,44,Oligodendrocytes8,0.02723437
BRC 2534 BRC 2732,45,Full ROI,,,HW0110125,2732_E 002,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,45,Oligodendrocytes8,0.023723023
BRC 2534 BRC 2732,46,Full ROI,,,HW0110125,2732_E 003,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,46,Oligodendrocytes8,-0.011377482
BRC 2534 BRC 2732,47,Full ROI,,,HW0110125,2732_E 004,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,47,Oligodendrocytes8,0.028594602
BRC 2534 BRC 2732,48,Full ROI,,,HW0110125,2732_F,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,48,Oligodendrocytes8,0.004893534
BRC 2534 BRC 2732,49,Full ROI,,,HW0110125,2732_F 002,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,49,Oligodendrocytes8,0.02654508
BRC 2534 BRC 2732,50,Full ROI,,,HW0110125,2732_F 003,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,50,Oligodendrocytes8,-0.0003320254
BRC 2534 BRC 2732,51,Full ROI,,,HW0110125,2732_F 004,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,51,Oligodendrocytes8,-0.018143553
BRC 2534 BRC 2732,52,Full ROI,,,HW0110125,2732_F 005,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,52,Oligodendrocytes8,-0.00017139738
BRC 2534 BRC 2732,53,Full ROI,,,HW0110125,2732_F 006,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,53,Oligodendrocytes8,0.025330696
BRC 2845 BRC 2497,54,Full ROI,,,HW0110125,2497_D,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,54,Oligodendrocytes8,0.026698396
BRC 2845 BRC 2497,55,Full ROI,,,HW0110125,2497_D 002,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,55,Oligodendrocytes8,0.02590514
BRC 2845 BRC 2497,56,Full ROI,,,HW0110125,2497_D 003,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,56,Oligodendrocytes8,0.024921712
BRC 2845 BRC 2497,57,Full ROI,,,HW0110125,2497_D 004,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,57,Oligodendrocytes8,0.028249243
BRC 2845 BRC 2497,58,Full ROI,,,HW0110125,2497_D 005,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,58,Oligodendrocytes8,0.024644636
BRC 2845 BRC 2497,59,Full ROI,,,HW0110125,2497_E,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,59,Oligodendrocytes8,0.024716089
BRC 2845 BRC 2497,60,Full ROI,,,HW0110125,2497_E 002,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,60,Oligodendrocytes8,0.023358908
BRC 2845 BRC 2497,61,Full ROI,,,HW0110125,2497_E 003,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,61,Oligodendrocytes8,0.025619198
BRC 2845 BRC 2497,62,Full ROI,,,HW0110125,2497_E 004,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,62,Oligodendrocytes8,0.024274
BRC 2845 BRC 2497,63,Full ROI,,,HW0110125,2497_F,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,63,Oligodendrocytes8,0.024592118
BRC 2845 BRC 2497,64,Full ROI,,,HW0110125,2497_F 002,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,64,Oligodendrocytes8,0.023503086
BRC 2845 BRC 2497,65,Full ROI,,,HW0110125,2497_F 003,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,65,Oligodendrocytes8,0.023757206
BRC 2845 BRC 2497,66,Full ROI,,,HW0110125,2497_F 004,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,66,Oligodendrocytes8,0.023772728
BRC 2495 BRC 2052,168,Full ROI,,,HW0110125,2052_D,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,168,Oligodendrocytes8,-0.0041760057
BRC 2495 BRC 2052,169,Full ROI,,,HW0110125,2052_D 002,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,169,Oligodendrocytes8,-0.00016988444
BRC 2495 BRC 2052,170,Full ROI,,,HW0110125,2052_D 003,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,170,Oligodendrocytes8,-9.006165e-05
BRC 2495 BRC 2052,171,Full ROI,,,HW0110125,2052_D 004,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,171,Oligodendrocytes8,-0.0065314933
BRC 2495 BRC 2052,172,Full ROI,,,HW0110125,2052_D 005,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,172,Oligodendrocytes8,-0.009020866
BRC 2495 BRC 2052,173,Full ROI,,,HW0110125,2052_D 006,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,173,Oligodendrocytes8,0.01374967
BRC 2495 BRC 2052,174,Full ROI,,,HW0110125,2052_E,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,174,Oligodendrocytes8,0.025512896
BRC 2495 BRC 2052,175,Full ROI,,,HW0110125,2052_E 002,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,175,Oligodendrocytes8,-0.021928241
BRC 2495 BRC 2052,176,Full ROI,,,HW0110125,2052_E 003,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,176,Oligodendrocytes8,-0.011948832
BRC 2495 BRC 2052,177,Full ROI,,,HW0110125,2052_E 004,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,177,Oligodendrocytes8,-0.00831431
BRC 2495 BRC 2052,178,Full ROI,,,HW0110125,2052_F,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,178,Oligodendrocytes8,-0.009765399
BRC 2495 BRC 2052,179,Full ROI,,,HW0110125,2052_F 002,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,179,Oligodendrocytes8,-0.007837735
BRC 2495 BRC 2052,180,Full ROI,,,HW0110125,2052_F 003,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,180,Oligodendrocytes8,-0.017160425
BRC 2495 BRC 2052,181,Full ROI,,,HW0110125,2052_F 004,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,181,Oligodendrocytes8,0.0012166289
BRC 2495 BRC 2052,182,Full ROI,,,HW0110125,2052_F 005,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,182,Oligodendrocytes8,-0.01191565
BRC 2495 BRC 2052,183,Full ROI,,,HW0110125,2052_F 006,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,183,Oligodendrocytes8,-0.012200384
BRC 2534 BRC 2732,38,Full ROI,,,HW0110125,2732_D,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,38,Oligodendrocytes5,0.033730626
BRC 2534 BRC 2732,39,Full ROI,,,HW0110125,2732_D 002,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,39,Oligodendrocytes5,-0.009392699
BRC 2534 BRC 2732,40,Full ROI,,,HW0110125,2732_D 003,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,40,Oligodendrocytes5,0.02172784
BRC 2534 BRC 2732,41,Full ROI,,,HW0110125,2732_D 005,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,41,Oligodendrocytes5,0.034090433
BRC 2534 BRC 2732,42,Full ROI,,,HW0110125,2732_D 006,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,42,Oligodendrocytes5,0.0356593
BRC 2534 BRC 2732,43,Full ROI,,,HW0110125,2732_D 007,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,43,Oligodendrocytes5,0.03777404
BRC 2534 BRC 2732,44,Full ROI,,,HW0110125,2732_E,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,44,Oligodendrocytes5,0.028784946
BRC 2534 BRC 2732,45,Full ROI,,,HW0110125,2732_E 002,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,45,Oligodendrocytes5,0.02423703
BRC 2534 BRC 2732,46,Full ROI,,,HW0110125,2732_E 003,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,46,Oligodendrocytes5,0.0032059874
BRC 2534 BRC 2732,47,Full ROI,,,HW0110125,2732_E 004,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,47,Oligodendrocytes5,0.029585404
BRC 2534 BRC 2732,48,Full ROI,,,HW0110125,2732_F,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,48,Oligodendrocytes5,0.013274091
BRC 2534 BRC 2732,49,Full ROI,,,HW0110125,2732_F 002,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,49,Oligodendrocytes5,0.029736202
BRC 2534 BRC 2732,50,Full ROI,,,HW0110125,2732_F 003,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,50,Oligodendrocytes5,-0.008822268
BRC 2534 BRC 2732,51,Full ROI,,,HW0110125,2732_F 004,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,51,Oligodendrocytes5,-0.018828074
BRC 2534 BRC 2732,52,Full ROI,,,HW0110125,2732_F 005,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,52,Oligodendrocytes5,0.008616174
BRC 2534 BRC 2732,53,Full ROI,,,HW0110125,2732_F 006,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,53,Oligodendrocytes5,0.027366927
BRC 2845 BRC 2497,54,Full ROI,,,HW0110125,2497_D,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,54,Oligodendrocytes5,0.026647812
BRC 2845 BRC 2497,55,Full ROI,,,HW0110125,2497_D 002,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,55,Oligodendrocytes5,0.026774269
BRC 2845 BRC 2497,56,Full ROI,,,HW0110125,2497_D 003,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,56,Oligodendrocytes5,0.025129221
BRC 2845 BRC 2497,57,Full ROI,,,HW0110125,2497_D 004,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,57,Oligodendrocytes5,0.029063202
BRC 2845 BRC 2497,58,Full ROI,,,HW0110125,2497_D 005,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,58,Oligodendrocytes5,0.025624264
BRC 2845 BRC 2497,59,Full ROI,,,HW0110125,2497_E,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,59,Oligodendrocytes5,0.025798533
BRC 2845 BRC 2497,60,Full ROI,,,HW0110125,2497_E 002,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,60,Oligodendrocytes5,0.025260085
BRC 2845 BRC 2497,61,Full ROI,,,HW0110125,2497_E 003,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,61,Oligodendrocytes5,0.026174264
BRC 2845 BRC 2497,62,Full ROI,,,HW0110125,2497_E 004,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,62,Oligodendrocytes5,0.024410397
BRC 2845 BRC 2497,63,Full ROI,,,HW0110125,2497_F,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,63,Oligodendrocytes5,0.025699187
BRC 2845 BRC 2497,64,Full ROI,,,HW0110125,2497_F 002,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,64,Oligodendrocytes5,0.02429657
BRC 2845 BRC 2497,65,Full ROI,,,HW0110125,2497_F 003,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,65,Oligodendrocytes5,0.024835763
BRC 2845 BRC 2497,66,Full ROI,,,HW0110125,2497_F 004,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,66,Oligodendrocytes5,0.024694584
BRC 2495 BRC 2052,168,Full ROI,,,HW0110125,2052_D,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,168,Oligodendrocytes5,0.0069574923
BRC 2495 BRC 2052,169,Full ROI,,,HW0110125,2052_D 002,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,169,Oligodendrocytes5,0.0042179762
BRC 2495 BRC 2052,170,Full ROI,,,HW0110125,2052_D 003,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,170,Oligodendrocytes5,0.009252029
BRC 2495 BRC 2052,171,Full ROI,,,HW0110125,2052_D 004,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,171,Oligodendrocytes5,0.0036321096
BRC 2495 BRC 2052,172,Full ROI,,,HW0110125,2052_D 005,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,172,Oligodendrocytes5,0.0037403486
BRC 2495 BRC 2052,173,Full ROI,,,HW0110125,2052_D 006,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,173,Oligodendrocytes5,0.010447173
BRC 2495 BRC 2052,174,Full ROI,,,HW0110125,2052_E,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,174,Oligodendrocytes5,0.026364045
BRC 2495 BRC 2052,175,Full ROI,,,HW0110125,2052_E 002,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,175,Oligodendrocytes5,-0.0022197356
BRC 2495 BRC 2052,176,Full ROI,,,HW0110125,2052_E 003,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,176,Oligodendrocytes5,-0.0007035819
BRC 2495 BRC 2052,177,Full ROI,,,HW0110125,2052_E 004,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,177,Oligodendrocytes5,0.0015204655
BRC 2495 BRC 2052,178,Full ROI,,,HW0110125,2052_F,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,178,Oligodendrocytes5,0.005431899
BRC 2495 BRC 2052,179,Full ROI,,,HW0110125,2052_F 002,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,179,Oligodendrocytes5,0.0053210575
BRC 2495 BRC 2052,180,Full ROI,,,HW0110125,2052_F 003,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,180,Oligodendrocytes5,0.0018719762
BRC 2495 BRC 2052,181,Full ROI,,,HW0110125,2052_F 004,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,181,Oligodendrocytes5,-0.0048756683
BRC 2495 BRC 2052,182,Full ROI,,,HW0110125,2052_F 005,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,182,Oligodendrocytes5,0.0047190185
BRC 2495 BRC 2052,183,Full ROI,,,HW0110125,2052_F 006,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,183,Oligodendrocytes5,0.008923426
BRC 2534 BRC 2732,38,Full ROI,,,HW0110125,2732_D,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,38,Oligodendrocytes3,0.021500356
BRC 2534 BRC 2732,39,Full ROI,,,HW0110125,2732_D 002,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,39,Oligodendrocytes3,0.014602492
BRC 2534 BRC 2732,40,Full ROI,,,HW0110125,2732_D 003,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,40,Oligodendrocytes3,0.0080709
BRC 2534 BRC 2732,41,Full ROI,,,HW0110125,2732_D 005,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,41,Oligodendrocytes3,0.008195934
BRC 2534 BRC 2732,42,Full ROI,,,HW0110125,2732_D 006,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,42,Oligodendrocytes3,0.018598631
BRC 2534 BRC 2732,43,Full ROI,,,HW0110125,2732_D 007,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,43,Oligodendrocytes3,0.02174809
BRC 2534 BRC 2732,44,Full ROI,,,HW0110125,2732_E,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,44,Oligodendrocytes3,0.019744309
BRC 2534 BRC 2732,45,Full ROI,,,HW0110125,2732_E 002,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,45,Oligodendrocytes3,0.020941755
BRC 2534 BRC 2732,46,Full ROI,,,HW0110125,2732_E 003,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,46,Oligodendrocytes3,-0.0008795828
BRC 2534 BRC 2732,47,Full ROI,,,HW0110125,2732_E 004,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,47,Oligodendrocytes3,0.018690662
BRC 2534 BRC 2732,48,Full ROI,,,HW0110125,2732_F,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,48,Oligodendrocytes3,-0.001868986
BRC 2534 BRC 2732,49,Full ROI,,,HW0110125,2732_F 002,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,49,Oligodendrocytes3,0.016020723
BRC 2534 BRC 2732,50,Full ROI,,,HW0110125,2732_F 003,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,50,Oligodendrocytes3,0.015094133
BRC 2534 BRC 2732,51,Full ROI,,,HW0110125,2732_F 004,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,51,Oligodendrocytes3,0.011074586
BRC 2534 BRC 2732,52,Full ROI,,,HW0110125,2732_F 005,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,52,Oligodendrocytes3,0.005778272
BRC 2534 BRC 2732,53,Full ROI,,,HW0110125,2732_F 006,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,53,Oligodendrocytes3,0.016954044
BRC 2845 BRC 2497,54,Full ROI,,,HW0110125,2497_D,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,54,Oligodendrocytes3,0.022103501
BRC 2845 BRC 2497,55,Full ROI,,,HW0110125,2497_D 002,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,55,Oligodendrocytes3,0.021875842
BRC 2845 BRC 2497,56,Full ROI,,,HW0110125,2497_D 003,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,56,Oligodendrocytes3,0.021830812
BRC 2845 BRC 2497,57,Full ROI,,,HW0110125,2497_D 004,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,57,Oligodendrocytes3,0.022626149
BRC 2845 BRC 2497,58,Full ROI,,,HW0110125,2497_D 005,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,58,Oligodendrocytes3,0.020647611
BRC 2845 BRC 2497,59,Full ROI,,,HW0110125,2497_E,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,59,Oligodendrocytes3,0.020506876
BRC 2845 BRC 2497,60,Full ROI,,,HW0110125,2497_E 002,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,60,Oligodendrocytes3,0.021667786
BRC 2845 BRC 2497,61,Full ROI,,,HW0110125,2497_E 003,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,61,Oligodendrocytes3,0.020997072
BRC 2845 BRC 2497,62,Full ROI,,,HW0110125,2497_E 004,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,62,Oligodendrocytes3,0.020636505
BRC 2845 BRC 2497,63,Full ROI,,,HW0110125,2497_F,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,63,Oligodendrocytes3,0.02088058
BRC 2845 BRC 2497,64,Full ROI,,,HW0110125,2497_F 002,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,64,Oligodendrocytes3,0.020141177
BRC 2845 BRC 2497,65,Full ROI,,,HW0110125,2497_F 003,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,65,Oligodendrocytes3,0.019927988
BRC 2845 BRC 2497,66,Full ROI,,,HW0110125,2497_F 004,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,66,Oligodendrocytes3,0.020385135
