ROI,Scan_ID,disease_status,pathology,region,celltype,rel_abundance
158,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia2,-0.030113382
159,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,Microglia2,-0.03434272
160,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia2,-0.039132915
161,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia2,-0.029235309
162,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia2,-0.04043743
163,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia2,-0.048954997
164,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,Microglia2,-0.02354683
165,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia2,-0.018970711
166,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia2,-0.027972
167,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,Microglia2,-0.02808421
184,BRC 2495 BRC 2052,AD-CAA,Amyloid,Arteries,Microglia2,-0.007162778
185,BRC 2495 BRC 2052,AD-CAA,Amyloid,Capillaries,Microglia2,0.00057753996
186,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Microglia2,-0.0773021
187,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Microglia2,-0.06691252
188,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,Microglia2,1.687611
189,BRC 2495 BRC 2052,AD-CAA,AmyloidFree,Parenchyma,Microglia2,-0.003758324
38,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Microglia2,-0.03453237
39,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Microglia2,-0.033885837
40,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Microglia2,-0.03742334
41,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Microglia2,-0.056296624
42,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Microglia2,-0.043163363
43,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,Microglia2,-0.04418344
44,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Microglia2,-0.025261302
45,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Microglia2,0.0027703904
46,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Microglia2,-0.044164967
47,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,Microglia2,-0.017511982
48,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Microglia2,-0.036384586
49,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Microglia2,-0.02771874
50,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Microglia2,-0.024495864
51,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Microglia2,-0.043200828
52,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Microglia2,-0.03757548
53,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,Microglia2,-0.023578938
54,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Microglia2,-0.021110058
55,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Microglia2,-0.021135017
56,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Microglia2,-0.018683555
57,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Microglia2,-0.022044912
58,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,Microglia2,-0.013100865
59,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Microglia2,-0.016155737
60,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Microglia2,-0.018402107
61,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Microglia2,-0.0134336185
62,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,Microglia2,-0.015288398
63,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Microglia2,-0.01849728
64,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Microglia2,-0.0061070314
65,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Microglia2,-0.007798145
66,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,Microglia2,-0.010523141
168,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Microglia2,-0.03636357
169,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Microglia2,-0.02756949
170,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Microglia2,-0.026886685
171,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Microglia2,-0.021701187
172,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Microglia2,-0.021463128
173,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,Microglia2,-0.03983257
174,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Microglia2,-0.01289564
175,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Microglia2,-0.04757211
176,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Microglia2,-0.04537793
177,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,Microglia2,-0.034516748
178,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Microglia2,-0.021372171
179,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Microglia2,-0.013514112
180,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Microglia2,-0.04596987
181,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Microglia2,-0.032315005
182,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Microglia2,-0.027707532
183,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,Microglia2,-0.028609732
0,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron8,0.0281263
1,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron8,0.021040551
2,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron8,0.02210033
3,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron8,0.021968521
4,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron8,0.03933829
5,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron8,0.027957207
6,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron8,0.03694403
7,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron8,0.023858767
8,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron8,0.040868495
9,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron8,0.029408598
10,BRC 2534 BRC 2732,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.030845612
11,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.036366485
12,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.063928075
13,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.058710072
14,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.04006966
15,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.028332248
16,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.025436513
17,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.023269542
18,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.0350365
19,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.19273947
20,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.034001157
21,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.039873026
22,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron8,-0.102312036
23,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.031845093
24,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.042545803
25,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.04892657
26,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.027961127
27,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.03620629
28,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.02680619
29,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.036018685
30,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.07201687
31,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.011077148
32,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.038705964
33,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,-0.14553802
34,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.03573382
35,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.06110918
36,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.05717952
37,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.0276302
67,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.029357273
68,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.023447962
69,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.02521049
70,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.024534104
71,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.030438853
72,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.0046573314
73,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.035949703
74,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.024272878
75,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.02061029
76,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.0117590735
77,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.023639819
78,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron8,0.022364574
79,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.035692465
80,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.023834072
81,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.023107458
82,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.023355981
83,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.039089546
84,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.021938821
85,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.067103565
86,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.02928535
87,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.07145156
88,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.050573107
89,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.042034037
90,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.06550686
91,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.025322884
92,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.043287277
93,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.032848258
94,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.037637815
95,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.02444478
96,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.022265017
97,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.058448847
98,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.035375968
99,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.0438505
100,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.0051907627
101,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.016687607
102,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.053634748
103,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.054257862
104,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.04713467
105,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.04349556
106,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.03242397
107,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.052829757
108,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.04027389
109,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.070892215
110,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.065282375
111,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.058382377
112,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.041601498
113,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.08685536
114,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.06979593
115,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.038782522
116,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.035139803
117,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.054540914
118,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,ExNeuron8,0.036727108
119,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,ExNeuron8,0.06753906
120,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,ExNeuron8,0.041036632
121,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.044759743
122,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.036955107
123,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.051410608
124,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.031129241
125,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.016095595
126,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.057452343
127,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.034591477
128,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.06106527
129,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.041072212
130,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.032672387
131,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.053729374
132,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.023080964
133,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.041308414
134,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.0397152
135,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.039742097
136,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.06066144
137,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.09065583
138,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.018741634
139,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron8,0.03484024
140,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.053484928
141,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.08381352
142,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.34797162
143,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.11135705
144,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.071646996
145,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.061714
146,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.07972472
147,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.021051325
148,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.020177325
149,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.021573642
150,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.028026853
151,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.022796137
152,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.023430863
153,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.030904949
154,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.027253423
155,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.022499233
156,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.027460475
157,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.023555994
158,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.027110025
159,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.026020296
160,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.033612736
161,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.017667655
162,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.021518892
163,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.037645556
164,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron8,0.031520166
165,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.02326063
166,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.02925392
167,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.0354153
184,BRC 2495 BRC 2052,AD-CAA,Amyloid,Arteries,ExNeuron8,0.021152383
185,BRC 2495 BRC 2052,AD-CAA,Amyloid,Capillaries,ExNeuron8,0.021625863
186,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.054398242
187,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.028071355
188,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,ExNeuron8,0.108931825
189,BRC 2495 BRC 2052,AD-CAA,AmyloidFree,Parenchyma,ExNeuron8,0.023360843
38,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron8,0.030416043
39,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron8,0.032379277
40,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron8,0.021741688
41,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron8,0.036492053
42,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron8,0.040319283
43,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron8,0.030063767
44,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,ExNeuron8,0.024968043
45,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,ExNeuron8,0.022683999
46,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,ExNeuron8,0.04255083
47,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,ExNeuron8,0.022384454
48,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron8,0.038409807
49,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron8,0.026739333
50,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron8,0.029410608
51,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron8,0.042044472
52,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron8,0.03201945
53,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron8,0.032465514
54,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,ExNeuron8,0.021628391
55,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,ExNeuron8,0.020186922
56,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,ExNeuron8,0.023165021
57,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,ExNeuron8,0.021409621
58,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,ExNeuron8,0.022363417
59,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,ExNeuron8,0.021029135
60,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,ExNeuron8,0.021670714
61,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,ExNeuron8,0.021971306
62,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,ExNeuron8,0.022694383
63,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,ExNeuron8,0.023235867
64,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,ExNeuron8,0.022209957
65,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,ExNeuron8,0.022869112
66,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,ExNeuron8,0.02267814
168,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron8,0.036444526
169,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron8,0.03705538
170,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron8,0.032110948
171,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron8,0.03308175
172,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron8,0.031631526
173,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron8,0.036543805
174,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,ExNeuron8,0.024968756
175,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,ExNeuron8,0.042608563
176,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,ExNeuron8,0.040864937
177,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,ExNeuron8,0.034759346
178,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron8,0.032301404
179,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron8,0.02863494
180,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron8,0.042216673
181,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron8,0.034269996
182,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron8,0.034705143
183,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron8,0.028210701
0,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron1,0.027581709
1,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron1,0.02182545
2,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron1,0.023083882
3,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron1,0.02374618
4,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron1,0.037334733
5,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron1,0.027806547
6,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron1,0.028372457
7,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron1,0.018823566
8,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron1,0.040566318
9,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron1,0.02108181
10,BRC 2534 BRC 2732,AD-CAA,Amyloid,Capillaries,ExNeuron1,0.028972754
11,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron1,0.034326326
12,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron1,0.044109553
13,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron1,0.039965563
14,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron1,0.031645663
15,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron1,0.02974534
16,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron1,0.027579954
17,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron1,0.024479099
18,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron1,0.024095135
19,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron1,-0.06615745
20,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron1,0.029790362
21,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron1,0.052065853
22,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron1,-0.32913068
23,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron1,0.026827144
24,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron1,0.023446541
25,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron1,0.028142726
26,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron1,0.021829033
27,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron1,0.027155254
28,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron1,0.023141522
29,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron1,0.013743975
30,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron1,0.044484597
31,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron1,0.03242472
32,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron1,0.03222188
33,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron1,-0.10938441
