ROI,Scan_ID,disease_status,pathology,region,celltype,rel_abundance
26,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.03269844
27,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,-0.020994393
28,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,0.05509986
29,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,0.06444093
30,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,0.09009582
31,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.08745154
32,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.037295196
33,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,-0.078837596
34,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.04269713
35,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.07062395
36,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.016408253
37,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.03862435
67,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,0.027624719
68,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,-0.004034745
69,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,-0.0036987623
70,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,-0.0090906285
71,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,-0.0034347405
72,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,-0.009072105
73,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,-0.04896156
74,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,0.0052103233
75,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,0.02618784
76,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,0.014300927
77,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,0.00761251
78,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron12,0.02410394
79,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.030732783
80,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron12,-0.0038912476
81,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.01616491
82,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.025416777
83,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.017820787
84,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.014482394
85,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.038004726
86,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.01354787
87,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.026192991
88,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron12,0.027475553
89,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.03703726
90,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.080693476
91,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron12,-0.011262418
92,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron12,-0.013932151
93,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.06271359
94,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.046804406
95,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron12,-0.009025027
96,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron12,-0.03719106
97,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron12,-0.018930525
98,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.069036834
99,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.09011277
100,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,-0.041868728
101,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,-0.015054954
102,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,0.02216373
103,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,0.0050102393
104,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,0.029291358
105,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,0.039332546
106,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,0.00026808694
107,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,0.006471298
108,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.020460473
109,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,-0.0037806318
110,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.016018277
111,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,-0.010007421
112,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,-0.03535451
113,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,-0.042124752
114,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,-0.022551583
115,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.04466367
116,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.0022302517
117,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.013400974
118,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,ExNeuron12,0.089426816
119,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,ExNeuron12,0.13898799
120,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,ExNeuron12,-0.023864353
121,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,0.047173284
122,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.017983949
123,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.033802304
124,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.01559802
125,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.104181394
126,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.03546825
127,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.015202468
128,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.07012703
129,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.0594145
130,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.046599146
131,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.05244321
132,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,-0.016834086
133,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,-0.02293485
134,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,-0.03301807
135,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,-0.021532653
136,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,-0.048174836
137,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,-0.14520459
138,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,-0.080778666
139,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron12,-0.008664413
140,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,-0.008229011
141,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.04746818
142,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.06959421
143,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,-0.08791356
144,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.05229137
145,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.0076845675
146,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.0003476958
147,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.021294376
148,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.023146274
149,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.022166606
150,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.02982705
151,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.023096092
152,BRC 2613 BRC 2509,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.023812909
153,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,0.037393536
154,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,0.03236332
155,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,0.022607887
156,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,0.03379911
157,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,0.016936164
158,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,0.009006685
159,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron12,0.022507956
160,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.009584293
161,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.0399237
162,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,-0.0070118243
163,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.052179
164,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron12,0.035433814
165,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.031769678
166,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.03904723
167,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.03650961
184,BRC 2495 BRC 2052,AD-CAA,Amyloid,Arteries,ExNeuron12,0.022781594
185,BRC 2495 BRC 2052,AD-CAA,Amyloid,Capillaries,ExNeuron12,0.022645934
186,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.01777508
187,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,ExNeuron12,-0.0050080707
188,BRC 2495 BRC 2052,AD-CAA,Amyloid,Parenchyma,ExNeuron12,0.26705566
189,BRC 2495 BRC 2052,AD-CAA,AmyloidFree,Parenchyma,ExNeuron12,0.023445122
38,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron12,-0.017148254
39,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron12,0.039034583
40,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron12,-0.015762797
41,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron12,-0.020850169
42,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron12,-0.008734251
43,BRC 2534 BRC 2732,Control,AmyloidFree,Arteries,ExNeuron12,-0.0029727793
44,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,ExNeuron12,-0.011708607
45,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,ExNeuron12,0.022574265
46,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,ExNeuron12,0.025751993
47,BRC 2534 BRC 2732,Control,AmyloidFree,Capillaries,ExNeuron12,-0.0052998997
48,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron12,0.00024106311
49,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron12,-0.00748766
50,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron12,0.03152715
51,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron12,0.0348059
52,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron12,-0.00075778586
53,BRC 2534 BRC 2732,Control,AmyloidFree,Parenchyma,ExNeuron12,-0.009630395
54,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,ExNeuron12,0.02257003
55,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,ExNeuron12,0.023164203
56,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,ExNeuron12,0.022887506
57,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,ExNeuron12,0.022148902
58,BRC 2845 BRC 2497,Control,AmyloidFree,Arteries,ExNeuron12,0.02336338
59,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,ExNeuron12,0.023346925
60,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,ExNeuron12,0.023953605
61,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,ExNeuron12,0.022264728
62,BRC 2845 BRC 2497,Control,AmyloidFree,Capillaries,ExNeuron12,0.023356529
63,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,ExNeuron12,0.024263391
64,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,ExNeuron12,0.023128971
65,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,ExNeuron12,0.022972053
66,BRC 2845 BRC 2497,Control,AmyloidFree,Parenchyma,ExNeuron12,0.022512134
168,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron12,0.03126398
169,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron12,0.029125314
170,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron12,0.029049268
171,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron12,0.032616947
172,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron12,0.031216906
173,BRC 2495 BRC 2052,Control,AmyloidFree,Arteries,ExNeuron12,0.03368916
174,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,ExNeuron12,-0.002197769
175,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,ExNeuron12,0.011857903
176,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,ExNeuron12,0.034437105
177,BRC 2495 BRC 2052,Control,AmyloidFree,Capillaries,ExNeuron12,0.03685843
178,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron12,0.031301316
179,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron12,0.028726991
180,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron12,0.02094905
181,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron12,0.030544853
182,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron12,0.028906735
183,BRC 2495 BRC 2052,Control,AmyloidFree,Parenchyma,ExNeuron12,0.02582345
0,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron7,0.019392299
1,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron7,0.025134765
2,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron7,0.022339992
3,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron7,0.024106203
4,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron7,0.035490703
5,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron7,0.043331914
6,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron7,0.045677178
7,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron7,0.05583795
8,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron7,0.03620238
9,BRC 2534 BRC 2732,AD-CAA,Amyloid,Arteries,ExNeuron7,0.04565224
10,BRC 2534 BRC 2732,AD-CAA,Amyloid,Capillaries,ExNeuron7,-0.00042781697
11,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron7,0.035002403
12,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.008883696
13,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.0031756104
14,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron7,0.0023537413
15,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron7,0.029219734
16,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron7,0.025753973
17,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron7,0.025463004
18,BRC 2534 BRC 2732,AD-CAA,Amyloid,Parenchyma,ExNeuron7,0.033595275
19,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.27694798
20,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.05298897
21,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.08670632
22,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron7,-0.5418972
23,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.038089633
24,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.059899125
25,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.09667079
26,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.030602667
27,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,-0.012762276
28,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,0.05124875
29,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,0.058272716
30,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,0.07191912
31,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.087305546
32,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.03833355
33,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,-0.0587257
34,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.03872461
35,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.067918494
36,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.018046929
37,BRC 2534 BRC 2732,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.036743984
67,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,0.027682899
68,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,-0.010256346
69,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,0.012618536
70,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,-0.0014516582
71,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,0.019753596
72,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,0.003606564
73,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,-0.041350245
74,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,0.016040718
75,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,0.02639048
76,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,0.0020396388
77,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,0.013846054
78,BRC 2845 BRC 2497,AD-CAA,Amyloid,Arteries,ExNeuron7,0.024206432
79,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron7,0.02030991
80,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron7,-0.008938941
81,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron7,0.021051826
82,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron7,0.025555976
83,BRC 2845 BRC 2497,AD-CAA,Amyloid,Capillaries,ExNeuron7,0.01794065
84,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.002104828
85,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.024747018
86,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.014966227
87,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.010781047
88,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron7,0.020001786
89,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.018883877
90,BRC 2845 BRC 2497,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.0784124
91,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron7,-0.011952777
92,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.00011409787
93,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.060394723
94,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.048865497
95,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron7,-0.009358963
96,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron7,-0.044125758
97,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron7,-0.0084568
98,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.06720814
99,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.09130535
100,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,-0.034238037
101,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,-0.003796961
102,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,0.018675786
103,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,0.014784789
104,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,0.020110412
105,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,0.03561593
106,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,-0.013036865
107,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,-0.002836347
108,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.020525508
109,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,-0.0038680537
110,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.024953954
111,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,-0.01314169
112,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,-0.030781
113,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,-0.022606602
114,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,-0.016186839
115,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.04308598
116,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.0071445527
117,BRC 2845 BRC 2497,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.009094047
118,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,ExNeuron7,0.07833378
119,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,ExNeuron7,0.1401872
120,BRC 2613 BRC 2509,AD-CAA,Amyloid,Arteries,ExNeuron7,-0.031439986
121,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron7,0.0476778
122,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.010006968
123,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.03002483
124,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.019077806
125,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.12800871
126,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron7,-0.02957028
127,BRC 2613 BRC 2509,AD-CAA,Amyloid,Parenchyma,ExNeuron7,0.0059814258
128,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.07518575
129,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.056515902
130,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.045040045
131,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.049528103
132,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron7,0.0041142455
133,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron7,-0.022081116
134,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Arteries,ExNeuron7,-0.0149536505
135,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,-0.013968181
136,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,-0.05120484
137,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,-0.16771127
138,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,-0.07184132
139,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Capillaries,ExNeuron7,0.010555925
140,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.0016931483
141,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.07021477
142,BRC 2613 BRC 2509,AD-CAA,AmyloidFree,Parenchyma,ExNeuron7,0.055389047
